NDC,ATC,DRUG,DRUG_NAME_GENERIC
00168007011,S01A,Erythromycin 0.5% Ophth Oint,Erythromycin 0.5% Ophth Oint
50458030201,N05A,Risperidone,Risperidone
00045064165,N03A,Topiramate (Topamax),Topiramate (Topamax)
00641047625,N03A,PHENObarbital,PHENObarbital
00548146900,A06A,Naloxone HCl,Naloxone HCl
52959005500,J01A,Doxycycline Hyclate,Doxycycline Hyclate
00182137640,N05B,HydrOXYzine HCl,HydrOXYzine HCl
00168001531,C05A,Hydrocortisone Cream 1%,Hydrocortisone Cream 1%
51079027720,C07A,Propranolol HCl,Propranolol HCl
00904530661,R06A,DiphenhydrAMINE,DiphenhydrAMINE
00168016230,D07A,Clobetasol Propionate 0.05% Ointment,Clobetasol Propionate 0.05% Ointment
50474000148,N03A,LeVETiracetam,LeVETiracetam Solution
00045063965,N03A,Topiramate (Topamax),Topiramate (Topamax)
00517857510,V03A,Ethanol 70% Catheter DWELL,N/A
51079063120,C02C,Prazosin HCl,Prazosin HCl
51079063020,C02C,Prazosin HCl,Prazosin HCl
63323054031,B01A,Heparin CRRT,Heparin
00026556161,D07A,Desonide 0.05% Cream,Desonide 0.05% Cream
50111085101,R05D,Benzonatate,Benzonatate
00054811616,A07X,Calcium Carbonate Suspension,Calcium Carbonate Suspension
00168000680,D07A,Triamcinolone Acetonide 0.1% Ointment,Triamcinolone Acetonide 0.1% Ointment
00091464024,C05A,Hydrocortisone Cream 2.5%,Hydrocortisone Cream 2.5%
00555001105,J01A,Tetracycline HCl,Tetracycline HCl
37000002104,N/A,Bismuth Subsalicylate Chewable,Bismuth Subsalicylate Chewable
00182181089,R02A,Ibuprofen,Ibuprofen
60432003864,A06A,Lactulose,Lactulose Enema
00182004701,A11D,Thiamine,Thiamine
58160087546,N/A,Influenza Virus Vaccine,Influenza Virus Vaccine
51079013120,N06A,Amitriptyline HCl,Amitriptyline HCl
00781310395,J01C,Oxacillin,N/A
00074420101,N/A,Potassium Phosphate,N/A
00006382310,J02A,Caspofungin,N/A
67386050155,N05C,PENTObarbital Sodium,N/A
59011010510,N02A,Oxycodone (Sustained Release),Oxycodone (Sustained Release)
59011010310,N02A,Oxycodone (Sustained Release),Oxycodone (Sustained Release)
00168014231,D01A,Miconazole 2% Cream,Miconazole 2% Cream
00409317801,N01B,Lidocaine 1%/Epinephrine 1:100000,Lidocaine 1%/Epinephrine 1:100000
00006007428,M01A,Vioxx,*NF* Rofecoxib
54569446601,C10A,Atorvastatin study drug,Atorvastatin Study Drug (*IND*)
00023916332,S01X,Restasis,*NF* Cyclosporine
00032160280,A06A,Lactulose,Lactulose Enema
00074141204,C03C,Bumetanide,Bumetanide
00004012149,C03C,Bumetanide,Bumetanide
00168006060,C05A,Fluocinolone Acetonide 0.025% Cream,Fluocinolone Acetonide 0.025% Cream
00168001135,D06A,Bacitracin Ointment,Bacitracin Ointment
51672201502,C05A,Hydrocortisone Cream 0.5%,Hydrocortisone Cream 0.5%
00172443510,A10B,Glucophage XR,Metformin XR
00206886201,J01C,Piperacillin-Tazobactam Na,N/A
00054350049,C05A,Kaopectate/Benadryl/Lido Visc.,Kaopectate/Benadryl/Lido Visc.
00029485121,M01A,Nabumetone,Nabumetone
00186109205,C07A,Metoprolol XL,Metoprolol XL
00078018003,H01C,Octreotide Acetate,Octreotide Acetate
00002411233,N05A,Olanzapine,Olanzapine
00173073500,N02C,Imitrex,*NF* Sumatriptan
00054800204,N02A,Tylenol w/Codeine Elixir,Acetaminophen w/Codeine Elixir
61570031311,C05A,Hydrocortisone Acetate Ointment 1%,Hydrocortisone Acetate Ointment 1%
00002411633,N05A,Olanzapine,Olanzapine
00904322035,N/A,Debrox 6.5%,Carbamide Peroxide 6.5%
00074395646,J05A,Lopinavir-Ritonavir (Oral Soln),Lopinavir-Ritonavir (Oral Soln)
61958070101,J05A,Emtricitabine-Tenofovir,Emtricitabine-Tenofovir
51079058205,V03A,Leucovorin Calcium,Leucovorin Calcium
00641111834,N01A,Fentanyl Citrate,N/A
00071101268,N03A,Lyrica,*NF* Pregabalin
00173020155,P01B,Pyrimethamine,Pyrimethamine
00074679922,J05A,Kaletra,Lopinavir-Ritonavir
00049343526,N/A,Fluconazole,N/A
00049343626,J02A,Fluconazole,N/A
00517030110,V03A,Methylene Blue 1%,Methylene Blue 1%
00078018203,H01C,Octreotide Acetate,N/A
00574012004,A07B,Charcoal Aqueous (Activated),Charcoal Aqueous (Activated)
51285075402,S01E,AcetaZOLamide,AcetaZOLamide S.R.
00904506260,A07X,Calcium Citrate,*NF* Calcium Citrate
55370088408,J01C,Amoxicillin,AMOXicillin
54868349200,A07A,Nystatin,Nystatin
00065064835,S01C,Tobramycin-Dexamethasone Ophth Oint,Tobramycin-Dexamethasone Ophth Oint
00049318030,J02A,Voriconazole,Voriconazole
55513012610,B03X,Epoetin Alfa,N/A
00186027613,C01B,Lidocaine 1%,Lidocaine 1%
00049319028,J02A,Voriconazole,N/A
00338049102,N/A,Intralipid 20%,N/A
00054376950,A06A,Saliva Substitute,Lytes/Carboxymethylcellulose
00074427001,C01B,Lidocaine 1%,Lidocaine 1%
00093435693,N06A,Fluoxetine,Fluoxetine
00074114102,B05X,Sodium Chloride 23.4%,N/A
00054848204,N/A,Kaolin-Pectin,Kaolin/Pectin
00078010305,N02B,Butalbital-Aspirin-Caffeine,Butalbital-Aspirin-Caffeine
00182013801,G04B,Phenazopyridine HCl,Phenazopyridine HCl
00121041910,R05C,Guaifenesin,Guaifenesin
00074198510,N05B,Lorazepam,N/A
68084008165,N03A,Gabapentin,Gabapentin
00002324033,N06A,Duloxetine,Duloxetine
51079026720,J01C,Amoxicillin-Clavulanic Acid,Amoxicillin-Clavulanic Acid
00045064265,N03A,Topiramate,Topiramate
00003042950,H02A,Fludrocortisone Acetate,Fludrocortisone Acetate
00087277235,C09C,Avapro,*NF* Irbesartan
50111030801,N05B,HydrOXYzine,HydrOXYzine
00472032126,C05A,Hydrocortisone Cream 1%,Hydrocortisone Cream 1%
43825010201,N02B,Acetaminophen IV,Acetaminophen IV
00310032165,J01D,Meropenem,N/A
51079080720,A02B,Cimetidine,Cimetidine
00044101725,N02A,Hydromorphone-hp,N/A
00007489020,N04B,Ropinirole HCl,Ropinirole HCl
67386061152,N04A,Benztropine Mesylate,Benztropine Mesylate
00054449625,V03A,Leucovorin Calcium,Leucovorin Calcium
51079052920,R06A,Fexofenadine,Fexofenadine
00781573413,A02B,Lansoprazole Oral Disintegrating Tab,Lansoprazole Oral Disintegrating Tab
59730420301,J06B,Hepatitis B Immune Globulin (Nabi-HB),N/A
10019002518,C07A,Esmolol,N/A
00781613694,J01C,Penicillin G Potassium,N/A
00074707013,H03A,Levothyroxine Sodium,Levothyroxine Sodium
00087058011,C10A,Cholestyramine,Cholestyramine
00338004802,B05X,NS (Irrigation Bottle),N/A
53905006501,J01G,Tobramycin Inhalation Soln,Tobramycin Inhalation Soln
00074405001,J01F,NEO*IV*Clindamycin,N/A
00078038566,L04A,*NF* Mycophenolate Sodium,*NF* Mycophenolate Sodium
59676010101,L04A,Muromonab-CD3,Muromonab-CD3
00004026129,L04A,Mycophenolate Mofetil,Mycophenolate Mofetil Suspension
38485120401,N/A,Multivitamins,Multivitamins
11701005032,C05A,Critic-Aid Skin Paste,Critic-Aid Skin Paste
00029316020,A10B,Rosiglitazone Maleate,Rosiglitazone Maleate
00338004501,B05X,NS,N/A
00409488850,B05X,Sodium Chloride 0.9%,N/A
51079095701,C02C,Doxazosin,Doxazosin
63323007620,B05X,Potassium Acetate,N/A
00006009268,C03D,Amiloride HCl,Amiloride HCl
49938010130,J04B,Dapsone,Dapsone
00517031010,V03A,Methylene Blue,N/A
00904052361,A11G,Ascorbic Acid,Ascorbic Acid
00168031230,D01A,econazole,*NF* Econazole Nitrate 1% Cream
51079072120,L04A,Mycophenolate Mofetil,Mycophenolate Mofetil
00115703301,H02A,Fludrocortisone Acetate,Fludrocortisone Acetate
55513054601,L03A,Filgrastim,N/A
61570042003,H01B,Vasopressin,N/A
00015797020,J01C,NEO*IV*Oxacillin,N/A
00015740420,J01C,Ampicillin Sodium,N/A
00186190501,J05A,Foscarnet Sodium,N/A
00904552461,C02C,Doxazosin,Doxazosin
00472040030,D07A,Clobetasol Propionate 0.05% Cream,Clobetasol Propionate 0.05% Cream
54569433200,M02A,Capsaicin 0.025%,Capsaicin 0.025%
00409427601,C01B,Lidocaine 1%,Lidocaine 1%
00071307513,C05A,Tucks Hemorrhoidal Oint 1%,Tucks Hemorrhoidal Oint 1%
49452355001,N/A,Hydrochloric Acid,N/A
00074437805,M03A,Cisatracurium Besylate,Cisatracurium Besylate
00029152611,R01A,Mupirocin Nasal Ointment 2%,Mupirocin Nasal Ointment 2%
00338085104,B05B,Travasol 4.25% W/ Dextrose 5%,N/A
51079051820,N05A,Chlorpromazine HCl,Chlorpromazine HCl
00009079601,H02A,Methylprednisolone Na Succ,N/A
00074582010,N/A,Dopamine HCl,N/A
00310027239,N05A,Quetiapine Fumarate,Quetiapine Fumarate
00034051425,N02A,Morphine Sulfate SR,Morphine Sulfate SR
54092018701,R06A,Trimethobenzamide HCl,Trimethobenzamide HCl
00026884148,C08C,Nifedipine CR,Nifedipine CR
00009454102,G04B,Tolterodine,Tolterodine
61958010101,J05A,Cidofovir,N/A
00006011728,R03D,Montelukast Sodium,Montelukast
66203230001,B01A,Fondaparinux Sodium,Fondaparinux Sodium
11098003005,N01A,Fentanyl Citrate,N/A
54092025290,V03A,Lanthanum,Lanthanum
00597003212,C02A,Clonidine TTS 2 Patch,Clonidine TTS 2 Patch
00173047100,J05A,LaMIVudine,LaMIVudine Oral Soln.
00003362312,J05A,Atazanavir,Atazanavir
00006022761,J05A,Raltegravir,Raltegravir
59676057001,J05A,Etravirine,Etravirine
00703352401,H02A,NEO*IV*Dexamethasone,N/A
00641018025,N02A,NEO*IV*Morphine Sulfate,NEO*IV*Morphine Sulfate
00409978901,N/A,NEO*IV*Fat Emulsion,N/A
61703041807,A11C,Vitamin A,N/A
60432046600,H02A,NEO*PO*Dexamethasone,NEO*PO*Dexamethasone
00186115002,N02A,Morphine (PF),N/A
10019028001,M03A,Pancuronium Bromide,Pancuronium Bromide
00074488710,N/A,Sterile Water,N/A
00597000160,N02B,Dipyridamole-Aspirin,Dipyridamole-Aspirin
00003362412,J05A,Atazanavir,Atazanavir
52268080005,A06A,Miralax,*NF* Miralax
00406052710,N07B,Methadone,Methadone (Concentrated Oral Solution)
59148000835,N05A,Aripiprazole,Aripiprazole
00006327516,N04A,Benztropine Mesylate,Benztropine Mesylate
00338035703,B05B,Mannitol 20 %,N/A
45802073032,N02B,Acetaminophen,Acetaminophen (Rectal)
00074464601,M03A,Pancuronium Bromide (NICU),Pancuronium Bromide (NICU)
00536479901,A11H,Vitamin E,Vitamin E
00078012706,N05A,Clozapine,Clozapine
00075001600,H01B,Desmopressin Acetate,Desmopressin Acetate
00085170103,C08C,NIFEdipine CR,NIFEdipine CR
00121177505,N02A,Guaifenesin-CODEINE Phosphate,Guaifenesin-CODEINE Phosphate
08290301025,N/A,Syringe (Neonatal),N/A
00574010777,A01A,Clotrimazole,Clotrimazole
00093527201,C08C,NIFEdipine CR,NIFEdipine CR
00045044804,R02A,Ibuprofen,Ibuprofen Suspension
00074194063,J05A,Ritonavir (Oral Solution),RiTONAvir (Oral Solution)
00713010213,A06A,Glycerin (Ped),Glycerin (Ped)
00074611411,N03A,Divalproex Sod. Sprinkles,Divalproex Sod. Sprinkles
00002714001,B01A,Abciximab,N/A
60505018500,C09A,Lisinopril,Lisinopril
51079008420,C01D,Isosorbide Dinitrate,Isosorbide Dinitrate
00186103301,N01B,Bupivacaine 0.5%,N/A
00007323211,B01A,Fondaparinux Sodium,Fondaparinux Sodium
00641111433,N02A,Morphine Sulfate PF,N/A
17478028435,S01A,Gentamicin Sulfate Ophth.,Gentamicin Sulfate Ophth.
00338102541,J01C,Penicillin G Potassium,N/A
59390018650,S01F,Atropine Sulfate 1% Ophth Ointment,Atropine Sulfate 1% Ophth Ointment
50242010039,R05C,*NF* Dornase Alfa Inh. Soln.,*NF* Dornase Alfa Inh. Soln.
00182178989,A03F,Metoclopramide,Metoclopramide
63323018001,A05B,Pyridoxine HCl,Pyridoxine HCl
62161000334,V03A,Fomepizole,N/A
00074612390,C10A,fenofibrate,*NF* Fenofibrate 
00074612290,C10A,fenofibrate,*NF* Fenofibrate
00068050861,J04A,Rifampin,Rifampin
00044101101,N02A,Hydromorphone P.F.,N/A
55390012301,J04A,Rifampin,N/A
00781215901,A05A,Niacin SR,Nicotinic Acid SR
55390023210,L01D,Doxorubicin,N/A
00173017855,N06A,BuPROPion (Sustained Release),BuPROPion
00015050301,L01A,Cyclophosphamide,N/A
00703514001,V03A,Leucovorin Calcium,N/A
66479024725,V03A,Leucovorin Calcium,N/A
63323012250,L01B,Methotrexate Sodium,N/A
00023031204,S01X,Artificial Tear Ointment,Artificial Tear Ointment
00006011731,R03D,Montelukast Sodium,Montelukast
50419010510,C07A,Sotalol,Sotalol
00005010441,J07A,NEO*IM*Haemophilus B Conjugate,NEO*IM*Haemophilus B Conjugate
51079098620,N05B,BusPIRone,BusPIRone
51079063320,N05B,Clorazepate Dipotassium,Clorazepate Dipotassium
00703951403,J01E,Sulfameth/Trimethoprim,N/A
51079093020,C07A,Carvedilol,Carvedilol
12870000102,D08A,Silver Nitrate Applicator,Silver Nitrate
00186013701,C01B,Lidocaine 0.5%,Lidocaine 0.5% MPF
00168001431,C05A,Hydrocortisone Cream 0.5%,Hydrocortisone Cream 0.5%
67457021720,N07B,Methadone,N/A
00072026006,D05A,Calcipotriene 0.005% Cream,Calcipotriene 0.005% Cream
51079022020,N04A,Benztropine Mesylate,Benztropine Mesylate
00338114703,B05B,Amino Acids 5%-Dextrose 15%,N/A
00002324001,N06A,Duloxetine,Duloxetine
00006384371,J01D,*NF* Ertapenem Sodium,N/A
00904399161,N06A,traZODONE,traZODONE
00054350547,C05A,Alternagel-Benadryl-Lidocaine Visc.,Alternagel-Benadryl-Lidocaine Visc.
66479013619,L01B,Methotrexate Sodium,N/A
00074454801,P01C,Pentamidine Isethionate,N/A
00083000730,N06B,Methylphenidate HCl,Methylphenidate HCl
63323038310,N07A,Neostigmine,Neostigmine
00032421011,N06A,Fluvoxamine Maleate,Fluvoxamine Maleate
00078033706,N03A,Oxcarbazepine,Oxcarbazepine
00002416502,G03X,Evista,*NF* Raloxifene
00074120301,N02A,Meperidine HCl,N/A
63459010001,N06B,Provigil,*NF* Modafinil
59627000103,L03A,Avonex Administration Pack,*NF* Interferon Beta-1A
00004001823,B01A,Ticlopidine HCl,Ticlopidine HCl
00078032705,N04B,Comtan,*NF* Entacapone
54569204000,D06B,Silver Sulfadiazine 1% Cream,Silver Sulfadiazine 1% Cream
00039022311,A10B,Amaryl,*NF* Glimepiride
00338100702,C01C,DOPamine,N/A
00395200391,A06A,Orange Oil,Orange Oil
00173069700,R03B,*NF* Salmeterol-Fluticasone,*NF* Salmeterol-Fluticasone
00173038879,R03B,Beclomethasone Dipro. AQ (Nasal),Beclomethasone Dipro. AQ (Nasal)
00781315796,J01D,Cefazolin,Cefazolin
00548604525,N02A,Morphine Sulfate,N/A
00078040605,C08C,Lotrel,*NF* Amlodipine-Benazepril
62794010150,D06B,Sulfamylon,*NF* Mafenide Acetate 8.5 % Cream
00054852625,N05A,Lithium Carbonate,Lithium Carbonate
65231002101,N/A,*NF* Gelclair,*NF* Gelclair
63323014210,L01A,Ifosfamide,N/A
55390013301,L01B,Cytarabine,N/A
00015356302,V03A,Mesna,N/A
00904264860,J01C,Dicloxacillin,Dicloxacillin
00409109732,N/A,Codeine Phosphate,Codeine Phosphate
00054858324,N02A,Morphine Sulfate IR,Morphine Sulfate (Immediate Release)
00168002638,D06A,Bacitracin Ointment,Bacitracin Ophthalmic Oint
00065039605,S01F,Cyclopentolate 1%,Cyclopentolate 1%
00006092558,M05B,Alendronate Sodium,Alendronate Sodium
00904505359,R01B,Pseudoephedrine HCl,Pseudoephedrine HCl
00008077102,C01D,Isosorbide Mononitrate,Isosorbide Mononitrate
00998030305,S01F,Atropine Sulfate Ophth 1%,Atropine Sulfate Ophth 1%
11980080103,S01B,Flurbiprofen 0.03%,Flurbiprofen 0.03%
55513047810,B03X,Epoetin Alfa,N/A
00054412925,L01A,Cyclophosphamide,Cyclophosphamide
00054413025,L01A,Cyclophosphamide,Cyclophosphamide
00054819216,C01A,Digoxin,Digoxin (Elixir)
00044182110,C08D,Verapamil HCl,Verapamil HCl
00065024620,S01E,Betaxolol Hcl  0.25%,Betaxolol HCl  0.25%
51079005520,M03B,Soma,*NF* Carisoprodol
00078037615,C09C,Valsartan,Valsartan
00517345025,B05B,Sodium Phosphate,N/A
00172571210,A10B,Glyburide/Metformin (5mg-500mg),Glyburide/Metformin (5mg-500mg)
51079008520,C01D,Isosorbide Dinitrate,Isosorbide Dinitrate
37000002404,N/A,Psyllium,Psyllium
00173099394,D06B,Acyclovir Ointment 5%,Acyclovir Ointment 5%
00555098040,C08C,Nimodipine,Nimodipine
00517250210,V04C,Caffeine-Sodium Benzoate,N/A
54569470200,C04A,Phentolamine Mesylate,Phentolamine Mesylate
00004196401,J01D,Ceftriaxone,CefTRIAXone
00555081502,J01M,Ciprofloxacin HCl,Ciprofloxacin HCl
51079012220,G01A,Metronidazole,Metronidazole
00002759701,N05A,Olanzapine,Olanzapine
51079019120,C01E,Indomethacin,Indomethacin
00093077198,C10A,Pravastatin,Pravastatin
51079008620,N06A,Mirtazapine,Mirtazapine
00378912298,N02A,Fentanyl Patch,Fentanyl Patch
00378912398,N02A,Fentanyl Patch,Fentanyl Patch
61314034202,S01F,Phenylephrine 2.5 % Ophth Soln,Phenylephrine 2.5 % Ophth Soln
00998035515,S01F,Tropicamide 1 %,Tropicamide 1 %
00574202001,C05A,Hydrocortisone Enema,Hydrocortisone Enema
00069152068,C08C,Amlodipine,Amlodipine
00517003125,B03B,Cyanocobalamin,Cyanocobalamin
52544092226,N/A,Ferric Gluconate,N/A
59075068010,N03A,Zonisamide,Zonisamide
39822105505,J02A,Amphotericin B,N/A
00409379501,M01A,Ketorolac,Ketorolac
00054023624,N02A,Morphine Sulfate IR,Morphine Sulfate (Immediate Release)
59676030201,B03X,Epoetin Alfa,N/A
00186021503,C01B,Lidocaine 2%,Lidocaine 2% P.F.
10019007587,C07A,Esmolol,N/A
00169183311,A10A,Insulin,Insulin Reg Human (NovoLIN R)
00008103110,L04A,Sirolimus,Sirolimus
00074231660,D03B,Collagenase Ointment,Collagenase Ointment
46287050030,V04C,Sorbitol,Sorbitol Solution
00074712611,N03A,Divalproex Sodium ER,Divalproex Sodium ER
63672105002,N06A,Fluvoxamine Maleate,Fluvoxamine Maleate
00406577162,N07B,Methadone,Methadone
00045081015,D03A,Becaplermin Gel 0.01%,Becaplermin Gel 0.01%
00536407701,A05A,Niacin,Niacin SR
00008083701,N06A,Venlafaxine XR,Venlafaxine XR
08290823000,V06D,Glucose Tab,Glucose Tab
00409234632,C01C,DOBUTamine,N/A
00085061305,D01A,Clotrimazole Cream,Clotrimazole Cream
00338068704,B05B,Potassium Chl 40 mEq / 1000 mL D5W,N/A
51079081320,C07A,Nadolol,Nadolol
00904564061,C09A,Lisinopril,Lisinopril
00087607311,A10B,Glyburide/Metformin (2.5mg-500mg),Glyburide/Metformin (2.5mg-500mg)
00029315913,A10B,Rosiglitazone Maleate,Rosiglitazone Maleate
63323039810,J01F,Azithromycin ,N/A
00002411230,N05A,Olanzapine,Olanzapine
51079027920,C07A,Propranolol HCl,Propranolol HCl
00143129001,M03B,Methocarbamol,Methocarbamol
00121053107,N03A,Phenobarbital Elixir,Phenobarbital Elixir
00006362050,C03C,Ethacrynate Sodium,N/A
00074231650,D03B,Collagenase Ointment,Collagenase Ointment
00078044805,C09A,Benazepril,*NF* Benazepril
00008103105,L04A,Sirolimus,Sirolimus
10019010210,N05B,Lorazepam,N/A
00338007704,B05B,D5 1/4NS,N/A
50458039530,N05A,Risperidone (Disintegrating Tablet),Risperidone (Disintegrating Tablet)
65649040130,C05A,Hydrocortisone Acetate Ointment 1%,Hydrocortisone Acetate Ointment 1%
00093960412,N05A,Haloperidol,Haloperidol Concentrate
00168000415,D07A,Triamcinolone Acetonide 0.1% Cream,Triamcinolone Acetonide 0.1% Cream
00006336703,S01E,Timolol Maleate 0.5%,Timolol Maleate 0.5%
00186198804,R03B,Pulmicort,*NF* Budesonide Neb Solution
00409910420,C01C,DopAmine,N/A
59762503301,A10B,GlipiZIDE XL,GlipiZIDE XL
64764015105,A10B,Pioglitazone HCl,Pioglitazone HCl
54569473400,H04A,Glucagon,Glucagon
00005381638,C07A,Bisoprolol Fumarate,*NF* Bisoprolol Fumarate
54569124700,D01A,Nystatin,Nystatin
00074449803,N/A,Remifentanil HCl,Remifentanil HCl
00013010111,A07E,Sulfasalazine,Azulfidine
00048104013,H03A,Levothyroxine Sodium,Levothyroxine Sodium
67286417701,C07A,Acebutolol HCl,Acebutolol HCl
00087606313,A10B,Glucophage XR,Metformin XR
00071101468,N03A,Lyrica,*NF* Pregabalin
51079022120,N04A,Benztropine Mesylate,Benztropine Mesylate
00173093308,J05A,Valacyclovir,*NF* ValACYclovir
00006074961,C10A,Simvastatin,Simvastatin
00056051030,J05A,Efavirenz,Efavirenz
00781107101,S01E,Methazolamide,Methazolamide
45802073232,N02B,Acetaminophen (Childrens),Acetaminophen (Childrens)
00703940204,J01G,Tobramycin Sulfate,N/A
00078011022,L04A,CycloSPORINE (Sandimmune),Cyclosporine (Sandimmune)
00002750201,L01B,Gemcitabine HCl,N/A
00013010201,A07E,Sulfasalazine,Azulfidine EN-Tab
00186000431,C09C,Atacand,*NF* Candesartan Cilexetil
00026819763,B02A,Aprotinin (Bovine),Aprotinin
45802005535,D07A,Triamcinolone 0.1% Ointment,Triamcinolone 0.1% Ointment
00777512058,N06A,Fluoxetine HCl,Fluoxetine Oral Liquid
00078010901,L04A,CycloSPORINE (Sandimmune),N/A
00046074905,N/A,Estrogens Conjugated,Estrogens Conjugated
00074104008,N/A,Beractant,Beractant
50383074120,R03A,Albuterol Sulfate,Albuterol 0.5%
00075905110,J01F,Quinupristin/Dalfopristin,N/A
00245021201,C01C,Midodrine,Midodrine
00904567861,N06A,Paroxetine HCl,Paroxetine HCl
00168002131,D06A,Bacitracin-Polymyxin Ointment,Bacitracin-Polymyxin Ointment
63824000840,R05C,Guaifenesin,*NF* Guaifenesin LA
00998020215,S01E,Pilocarpine 0.5%,Pilocarpine 0.5%
11980046925,S01E,Levobunolol Hcl 0.25%,Levobunolol Hcl 0.25%
60793013601,N/A,Skelaxin,*NF* Metaxalone
00008417704,C07A,Acebutolol HCl,Acebutolol HCl
53014054867,R06A,Chlorpheniramine-Hydrocodone,Chlorpheniramine-Hydrocodone
61703040242,V03A,Methylene Blue 1%,Methylene Blue 1%
51079089120,C03C,Bumetanide,Bumetanide
00054023755,N02A,Morphine Sulfate (Oral Soln.),Morphine Sulfate (Oral Soln.)
00078012606,N05A,Clozapine,Clozapine
00338040903,C01B,Lidocaine,N/A
00517077010,C03C,Torsemide,Torsemide 
00168000480,D07A,Triamcinolone Acetonide 0.1% Cream,Triamcinolone Acetonide 0.1% Cream
00173094955,J05A,Acyclovir,Acyclovir
60505008000,C07A,Sotalol,Sotalol
00406112201,N06B,Methylphenidate HCl,Methylphenidate HCl
61314001601,S01H,Proparacaine HCl 0.5% Opth.,Proparacaine HCl 0.5% Opth.
50458003705,N02A,Fentanyl Patch,Fentanyl Patch *NF*
00049155066,A10B,Glipizide XL,Glipizide XL
00186502031,A02B,Nexium,*NF* Esomeprazole
00004110150,L01B,*NF* Capecitabine,*NF* Capecitabine
00009361803,J01D,Cefpodoxime Proxetil,Cefpodoxime Proxetil
62756051344,N03A,LeVETiracetam,N/A
54569535100,N05B,Diazepam,Diazepam
00536127096,P03A,Lindane Shampoo,Lindane Shampoo
55045141500,J01D,Cephalexin ,Cephalexin 
60574411401,J06B,Palivizumab,Palivizumab
58016032730,A02B,Neo*PO*Omeprazole,Neo*PO*Omeprazole
00536222075,N/A,Simethicone,Simethicone
00591071601,P01B,Quinine Sulfate,Quinine Sulfate
